"object id","Sprite_Listing3 target","Sprite_ListingK target","current skdisasm label/comment","proposed comment/name","primary evidence","OpenGGF corroboration","confidence","upstream patch decision"
"$00","Obj_Ring","Obj_Ring","Set1: Obj_Ring; Set2: Obj_Ring","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Ring; Set 2 OpenGGF primary name Ring","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$5F","Obj_2PRetractingSpring","Obj_DEZGravityRoom","Set1: Obj_2PRetractingSpring; Set2: Obj_DEZGravityRoom","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name 2PRetractingSpring; Set 2 OpenGGF primary name DEZGravityRoom","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$60","Obj_BPZElephantBlock","Obj_DEZBumperWall","Set1: Obj_BPZElephantBlock; Set2: Obj_DEZBumperWall","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name BPZElephantBlock; Set 2 OpenGGF primary name DEZBumperWall","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$61","Obj_BPZBalloon","Obj_DEZGravityPuzzle","Set1: Obj_BPZBalloon; Set2: Obj_DEZGravityPuzzle","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name BPZBalloon; Set 2 OpenGGF primary name DEZGravityPuzzle","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$62","Obj_DPZDisolvingSandBar","Obj_Ring","Set1: Obj_DPZDisolvingSandBar; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name DPZDisolvingSandBar; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$63","Obj_DPZButton","Obj_Ring","Set1: Obj_DPZButton; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name DPZButton; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$64","Obj_2PItem","Obj_Ring","Set1: Obj_2PItem; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name 2PItem; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$65","Obj_2PGoalMarker","Obj_Ring","Set1: Obj_2PGoalMarker; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name 2PGoalMarker; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$66","Obj_EMZDripper","Obj_Ring","Set1: Obj_EMZDripper; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name EMZDripper; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$67","Obj_HCZSnakeBlocks","Obj_Ring","Set1: Obj_HCZSnakeBlocks; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZSnakeBlocks; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$68","Obj_HCZSpinningColumn","Obj_Ring","Set1: Obj_HCZSpinningColumn; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZSpinningColumn; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$69","Obj_HCZTwistingLoop","Obj_Ring","Set1: Obj_HCZTwistingLoop; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZTwistingLoop; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$6A","Obj_InvisibleHurtBlockHorizontal","Obj_InvisibleHurtBlockHorizontal","Set1: Obj_InvisibleHurtBlockHorizontal; Set2: Obj_InvisibleHurtBlockHorizontal","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name InvisibleHurtBlockH; Set 2 OpenGGF primary name InvisibleHurtBlockH","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$6B","Obj_InvisibleHurtBlockVertical","Obj_InvisibleHurtBlockVertical","Set1: Obj_InvisibleHurtBlockVertical; Set2: Obj_InvisibleHurtBlockVertical","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name InvisibleHurtBlockV; Set 2 OpenGGF primary name InvisibleHurtBlockV","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$6C","Obj_TensionBridge","Obj_TensionBridge","Set1: Obj_TensionBridge; Set2: Obj_TensionBridge","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name TensionBridge; Set 2 OpenGGF primary name TensionBridge","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$6D","Obj_HCZWaterSplash","Obj_InvisibleShockBlock","Set1: Obj_HCZWaterSplash; Set2: Obj_InvisibleShockBlock","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZWaterSplash; Set 2 OpenGGF primary name InvisibleShockBlock","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$6E","Obj_WaterDrop","Obj_InvisibleLavaBlock","Set1: Obj_WaterDrop; Set2: Obj_InvisibleLavaBlock","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name WaterDrop; Set 2 OpenGGF primary name InvisibleLavaBlock","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$6F","Obj_FBZWireCage","Obj_Ring","Set1: Obj_FBZWireCage; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZWireCage; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$70","Obj_FBZWireCageStationary","Obj_Ring","Set1: Obj_FBZWireCageStationary; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZWireCageStationary; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$71","Obj_FBZFloatingPlatform","Obj_Ring","Set1: Obj_FBZFloatingPlatform; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZFloatingPlatform; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$72","Obj_FBZChainLink","Obj_Ring","Set1: Obj_FBZChainLink; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZChainLink; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$73","Obj_FBZMagneticSpikeBall","Obj_Ring","Set1: Obj_FBZMagneticSpikeBall; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZMagneticSpikeBall; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$74","Obj_FBZMagneticPlatform","Obj_SSZRetractingSpring","Set1: Obj_FBZMagneticPlatform; Set2: Obj_SSZRetractingSpring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZMagneticPlatform; Set 2 OpenGGF primary name SSZRetractingSpring","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$75","Obj_FBZSnakePlatform","Obj_SSZSwingingCarrier","Set1: Obj_FBZSnakePlatform; Set2: Obj_SSZSwingingCarrier","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZSnakePlatform; Set 2 OpenGGF primary name SSZSwingingCarrier","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$76","Obj_FBZBentPipe","Obj_SSZRotatingPlatform","Set1: Obj_FBZBentPipe; Set2: Obj_SSZRotatingPlatform","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZBentPipe; Set 2 OpenGGF primary name SSZRotatingPlatform","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$77","Obj_FBZRotatingPlatform","Obj_SSZCutsceneBridge","Set1: Obj_FBZRotatingPlatform; Set2: Obj_SSZCutsceneBridge","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZRotatingPlatform; Set 2 OpenGGF primary name SSZCutsceneBridge","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$78","Obj_FBZDEZPlayerLauncher","Obj_FBZDEZPlayerLauncher","Set1: Obj_FBZDEZPlayerLauncher; Set2: Obj_FBZDEZPlayerLauncher","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZDEZPlayerLauncher; Set 2 OpenGGF primary name FBZDEZPlayerLauncher","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$79","Obj_FBZDisappearingPlatform","Obj_SSZHPZTeleporter","Set1: Obj_FBZDisappearingPlatform; Set2: Obj_SSZHPZTeleporter","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZDisappearingPlatform; Set 2 OpenGGF primary name SSZHPZTeleporter","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$7A","Obj_FBZScrewDoor","Obj_SSZElevatorBar","Set1: Obj_FBZScrewDoor; Set2: Obj_SSZElevatorBar","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZScrewDoor; Set 2 OpenGGF primary name SSZElevatorBar","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$7B","Obj_FBZSpinningPole","Obj_SSZCollapsingBridgeDiagonal","Set1: Obj_FBZSpinningPole; Set2: Obj_SSZCollapsingBridgeDiagonal","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZSpinningPole; Set 2 OpenGGF primary name SSZCollapsingBridgeDiagonal","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$7C","Obj_FBZPropeller","Obj_SSZCollapsingBridge","Set1: Obj_FBZPropeller; Set2: Obj_SSZCollapsingBridge","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZPropeller; Set 2 OpenGGF primary name SSZCollapsingBridge","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$7D","Obj_FBZPiston","Obj_SSZBouncyCloud","Set1: Obj_FBZPiston; Set2: Obj_SSZBouncyCloud","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZPiston; Set 2 OpenGGF primary name SSZBouncyCloud","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$7E","Obj_FBZPlatformBlocks","Obj_SSZCollapsingColumn","Set1: Obj_FBZPlatformBlocks; Set2: Obj_SSZCollapsingColumn","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZPlatformBlocks; Set 2 OpenGGF primary name SSZCollapsingColumn","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$7F","Obj_FBZMissileLauncher","Obj_SSZFloatingPlatform","Set1: Obj_FBZMissileLauncher; Set2: Obj_SSZFloatingPlatform","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZMissileLauncher; Set 2 OpenGGF primary name SSZFloatingPlatform","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$80","Obj_HiddenMonitor","Obj_HiddenMonitor","Set1: Obj_HiddenMonitor; Set2: Obj_HiddenMonitor","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HiddenMonitor; Set 2 OpenGGF primary name HiddenMonitor","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$81","Obj_EggCapsule","Obj_EggCapsule","Set1: Obj_EggCapsule; Set2: Obj_EggCapsule","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name EggCapsule; Set 2 OpenGGF primary name EggCapsule","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$82","Obj_CutsceneKnuckles","Obj_CutsceneKnuckles","Set1: Obj_CutsceneKnuckles; Set2: Obj_CutsceneKnuckles","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CutsceneKnuckles; Set 2 OpenGGF primary name CutsceneKnuckles","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$83","Obj_CutsceneButton","Obj_CutsceneButton","Set1: Obj_CutsceneButton; Set2: Obj_CutsceneButton","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CutsceneButton; Set 2 OpenGGF primary name CutsceneButton","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$84","Obj_AIZPlaneIntro","Obj_AIZPlaneIntro","Set1: Obj_AIZPlaneIntro; Set2: Obj_AIZPlaneIntro","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AIZPlaneIntro; Set 2 OpenGGF primary name AIZPlaneIntro","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$85","Obj_SSEntryRing","Obj_SSEntryRing","Set1: Obj_SSEntryRing; Set2: Obj_SSEntryRing","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name SSEntryRing; Set 2 OpenGGF primary name SSEntryRing","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$86","Obj_GumballMachine","Obj_GumballMachine","Set1: Obj_GumballMachine; Set2: Obj_GumballMachine","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name GumballMachine; Set 2 OpenGGF primary name GumballMachine","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$87","Obj_GumballTriangleBumper","Obj_GumballTriangleBumper","Set1: Obj_GumballTriangleBumper; Set2: Obj_GumballTriangleBumper","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name GumballTriangleBumper; Set 2 OpenGGF primary name GumballTriangleBumper","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$88","Obj_CNZWaterLevelCorkFloor","Obj_CNZWaterLevelCorkFloor","Set1: Obj_CNZWaterLevelCorkFloor; Set2: Obj_CNZWaterLevelCorkFloor","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZWaterLevelCorkFloor; Set 2 OpenGGF primary name CNZWaterLevelCorkFloor","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$89","Obj_CNZWaterLevelButton","Obj_CNZWaterLevelButton","Set1: Obj_CNZWaterLevelButton; Set2: Obj_CNZWaterLevelButton","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZWaterLevelButton; Set 2 OpenGGF primary name CNZWaterLevelButton","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$8A","Obj_FBZExitHall","Obj_FBZExitHall","Set1: Obj_FBZExitHall; Set2: Obj_FBZExitHall","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZExitHall; Set 2 OpenGGF primary name FBZExitHall","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$8B","Obj_SpriteMask","Obj_SpriteMask","Set1: Obj_SpriteMask; Set2: Obj_SpriteMask","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name SpriteMask; Set 2 OpenGGF primary name SpriteMask","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$8C","Obj_Bloominator","Obj_Madmole","Set1: Obj_Bloominator; Set2: Obj_Madmole","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Bloominator; Set 2 OpenGGF primary name Madmole","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$8D","Obj_Rhinobot","Obj_Mushmeanie","Set1: Obj_Rhinobot; Set2: Obj_Mushmeanie","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Rhinobot; Set 2 OpenGGF primary name Mushmeanie","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
